,tube_assembly_id,physical_volume,material_volume
97,TA-00039,696.722783759,360.86516626
98,TA-00039,696.722783759,360.86516626
99,TA-00039,696.722783759,360.86516626
100,TA-00039,696.722783759,360.86516626
101,TA-00039,696.722783759,360.86516626
102,TA-00039,696.722783759,360.86516626
103,TA-00039,696.722783759,360.86516626
104,TA-00039,696.722783759,360.86516626
105,TA-00040,1565.98089358,1133.65941701
106,TA-00040,1565.98089358,1133.65941701
107,TA-00040,1565.98089358,1133.65941701
108,TA-00040,1565.98089358,1133.65941701
109,TA-00040,1565.98089358,1133.65941701
110,TA-00040,1565.98089358,1133.65941701
111,TA-00040,1565.98089358,1133.65941701
112,TA-00040,1565.98089358,1133.65941701
113,TA-00041,11883.438637,8461.56565318
114,TA-00042,21588.2468571,15371.8442699
115,TA-00042,21588.2468571,15371.8442699
116,TA-00042,21588.2468571,15371.8442699
117,TA-00042,21588.2468571,15371.8442699
118,TA-00042,21588.2468571,15371.8442699
119,TA-00043,34456.1085786,22619.8403271
120,TA-00043,34456.1085786,22619.8403271
121,TA-00043,34456.1085786,22619.8403271
122,TA-00043,34456.1085786,22619.8403271
123,TA-00044,4560.36731188,2498.32014184
124,TA-00044,4560.36731188,2498.32014184
125,TA-00044,4560.36731188,2498.32014184
126,TA-00044,4560.36731188,2498.32014184
127,TA-00044,4560.36731188,2498.32014184
128,TA-00044,4560.36731188,2498.32014184
129,TA-00044,4560.36731188,2498.32014184
130,TA-00045,396.114621232,238.419236392
131,TA-00045,396.114621232,238.419236392
132,TA-00045,396.114621232,238.419236392
133,TA-00045,396.114621232,238.419236392
134,TA-00045,396.114621232,238.419236392
135,TA-00049,18241.4692475,13809.4674115
136,TA-00049,18241.4692475,13809.4674115
137,TA-00049,18241.4692475,13809.4674115
138,TA-00049,18241.4692475,13809.4674115
139,TA-00049,18241.4692475,13809.4674115
140,TA-00050,3203.14273686,2117.30935561
141,TA-00053,1708.34279299,1236.71936401
142,TA-00053,1708.34279299,1236.71936401
143,TA-00053,1708.34279299,1236.71936401
144,TA-00053,1708.34279299,1236.71936401
145,TA-00053,1708.34279299,1236.71936401
146,TA-00053,1708.34279299,1236.71936401
147,TA-00053,1708.34279299,1236.71936401
148,TA-00053,1708.34279299,1236.71936401
149,TA-00055,25153.2784482,15785.37431
150,TA-00057,35976.2310159,23617.7744591
151,TA-00057,35976.2310159,23617.7744591
152,TA-00057,35976.2310159,23617.7744591
153,TA-00057,35976.2310159,23617.7744591
154,TA-00057,35976.2310159,23617.7744591
155,TA-00057,35976.2310159,23617.7744591
156,TA-00057,35976.2310159,23617.7744591
157,TA-00057,35976.2310159,23617.7744591
158,TA-00059,697736.198717,640130.280724
159,TA-00059,697736.198717,640130.280724
160,TA-00059,697736.198717,640130.280724
161,TA-00059,697736.198717,640130.280724
162,TA-00059,697736.198717,640130.280724
163,TA-00059,697736.198717,640130.280724
164,TA-00059,697736.198717,640130.280724
165,TA-00059,697736.198717,640130.280724
166,TA-00060,3800.30609323,2290.68285859
167,TA-00060,3800.30609323,2290.68285859
168,TA-00060,3800.30609323,2290.68285859
169,TA-00060,3800.30609323,2290.68285859
170,TA-00060,3800.30609323,2290.68285859
171,TA-00060,3800.30609323,2290.68285859
172,TA-00060,3800.30609323,2290.68285859
173,TA-00060,3800.30609323,2290.68285859
174,TA-00067,6587.19722827,4986.7521208
175,TA-00067,6587.19722827,4986.7521208
176,TA-00067,6587.19722827,4986.7521208
177,TA-00069,3103.58330947,257.761551121
178,TA-00070,302694.380326,268746.80135
179,TA-00070,302694.380326,268746.80135
180,TA-00071,4413.21888189,2917.18177884
181,TA-00071,4413.21888189,2917.18177884
182,TA-00071,4413.21888189,2917.18177884
183,TA-00071,4413.21888189,2917.18177884
184,TA-00072,9627.44210285,7117.84866993
185,TA-00072,9627.44210285,7117.84866993
186,TA-00072,9627.44210285,7117.84866993
187,TA-00072,9627.44210285,7117.84866993
188,TA-00072,9627.44210285,7117.84866993
189,TA-00072,9627.44210285,7117.84866993
190,TA-00072,9627.44210285,7117.84866993
191,TA-00072,9627.44210285,7117.84866993
192,TA-00074,21376.7217744,17163.9873976
193,TA-00074,21376.7217744,17163.9873976
194,TA-00075,4275.34435489,2577.01821591
195,TA-00075,4275.34435489,2577.01821591
196,TA-00075,4275.34435489,2577.01821591
197,TA-00075,4275.34435489,2577.01821591
198,TA-00075,4275.34435489,2577.01821591
199,TA-00075,4275.34435489,2577.01821591
200,TA-00075,4275.34435489,2577.01821591
201,TA-00075,4275.34435489,2577.01821591
202,TA-00079,4085.32905022,2462.48407298
203,TA-00079,4085.32905022,2462.48407298
204,TA-00079,4085.32905022,2462.48407298
205,TA-00079,4085.32905022,2462.48407298
206,TA-00079,4085.32905022,2462.48407298
207,TA-00079,4085.32905022,2462.48407298
208,TA-00079,4085.32905022,2462.48407298
209,TA-00079,4085.32905022,2462.48407298
210,TA-00081,3831.97531067,2309.77188241
211,TA-00081,3831.97531067,2309.77188241
212,TA-00081,3831.97531067,2309.77188241
213,TA-00081,3831.97531067,2309.77188241
214,TA-00081,3831.97531067,2309.77188241
215,TA-00081,3831.97531067,2309.77188241
216,TA-00081,3831.97531067,2309.77188241
217,TA-00081,3831.97531067,2309.77188241
218,TA-00089,2976.9064397,1794.36823923
219,TA-00089,2976.9064397,1794.36823923
220,TA-00089,2976.9064397,1794.36823923
221,TA-00089,2976.9064397,1794.36823923
222,TA-00089,2976.9064397,1794.36823923
223,TA-00089,2976.9064397,1794.36823923
224,TA-00089,2976.9064397,1794.36823923
225,TA-00089,2976.9064397,1794.36823923
226,TA-00090,3863.64452812,2328.86090623
227,TA-00090,3863.64452812,2328.86090623
228,TA-00090,3863.64452812,2328.86090623
229,TA-00090,3863.64452812,2328.86090623
230,TA-00090,3863.64452812,2328.86090623
231,TA-00090,3863.64452812,2328.86090623
232,TA-00090,3863.64452812,2328.86090623
233,TA-00090,3863.64452812,2328.86090623
234,TA-00094,3863.64452812,2328.86090623
235,TA-00094,3863.64452812,2328.86090623
236,TA-00094,3863.64452812,2328.86090623
237,TA-00094,3863.64452812,2328.86090623
238,TA-00094,3863.64452812,2328.86090623
239,TA-00094,3863.64452812,2328.86090623
240,TA-00094,3863.64452812,2328.86090623
241,TA-00094,3863.64452812,2328.86090623
242,TA-00095,3356.93704902,2023.43652509
243,TA-00095,3356.93704902,2023.43652509
244,TA-00095,3356.93704902,2023.43652509
245,TA-00095,3356.93704902,2023.43652509
246,TA-00097,6833.37117197,2917.03663726
247,TA-00097,6833.37117197,2917.03663726
248,TA-00097,6833.37117197,2917.03663726
249,TA-00097,6833.37117197,2917.03663726
250,TA-00097,6833.37117197,2917.03663726
251,TA-00097,6833.37117197,2917.03663726
252,TA-00097,6833.37117197,2917.03663726
253,TA-00097,6833.37117197,2917.03663726
254,TA-00098,62831.7274081,47565.9433061
255,TA-00100,2918.41893803,1929.10407956
256,TA-00100,2918.41893803,1929.10407956
257,TA-00100,2918.41893803,1929.10407956
258,TA-00100,2918.41893803,1929.10407956
259,TA-00100,2918.41893803,1929.10407956
260,TA-00100,2918.41893803,1929.10407956
261,TA-00100,2918.41893803,1929.10407956
262,TA-00100,2918.41893803,1929.10407956
263,TA-00103,638451.423663,611101.307069
264,TA-00109,33949.4010995,19601.0484462
265,TA-00109,33949.4010995,19601.0484462
266,TA-00109,33949.4010995,19601.0484462
267,TA-00109,33949.4010995,19601.0484462
268,TA-00109,33949.4010995,19601.0484462
269,TA-00109,33949.4010995,19601.0484462
270,TA-00109,33949.4010995,19601.0484462
271,TA-00109,33949.4010995,19601.0484462
272,TA-00110,15707.931852,11891.4858265
273,TA-00112,2090.16835128,1082.59549878
274,TA-00113,1393.44556752,839.917048149
275,TA-00113,1393.44556752,839.917048149
276,TA-00113,1393.44556752,839.917048149
277,TA-00113,1393.44556752,839.917048149
278,TA-00113,1393.44556752,839.917048149
279,TA-00113,1393.44556752,839.917048149
280,TA-00113,1393.44556752,839.917048149
281,TA-00113,1393.44556752,839.917048149
282,TA-00115,1583.46087218,820.148105137
283,TA-00115,1583.46087218,820.148105137
284,TA-00116,633.384348872,328.059242055
285,TA-00116,633.384348872,328.059242055
286,TA-00116,633.384348872,328.059242055
287,TA-00116,633.384348872,328.059242055
288,TA-00118,14694.5168938,10864.084812
289,TA-00118,14694.5168938,10864.084812
290,TA-00118,14694.5168938,10864.084812
291,TA-00118,14694.5168938,10864.084812
292,TA-00118,14694.5168938,10864.084812
293,TA-00118,14694.5168938,10864.084812
294,TA-00118,14694.5168938,10864.084812
295,TA-00118,14694.5168938,10864.084812
296,TA-00122,3131.96178715,2070.2580366
297,TA-00122,3131.96178715,2070.2580366
298,TA-00122,3131.96178715,2070.2580366
299,TA-00122,3131.96178715,2070.2580366
300,TA-00122,3131.96178715,2070.2580366
301,TA-00122,3131.96178715,2070.2580366
302,TA-00122,3131.96178715,2070.2580366
303,TA-00122,3131.96178715,2070.2580366
304,TA-00124,918.407305864,553.581690825
305,TA-00126,19951.6069895,12091.2227897
306,TA-00126,19951.6069895,12091.2227897
307,TA-00126,19951.6069895,12091.2227897
308,TA-00126,19951.6069895,12091.2227897
309,TA-00126,19951.6069895,12091.2227897
310,TA-00126,19951.6069895,12091.2227897
311,TA-00126,19951.6069895,12091.2227897
312,TA-00126,19951.6069895,12091.2227897
313,TA-00126,19951.6069895,12091.2227897
314,TA-00127,1352.43804445,893.975061257
315,TA-00127,1352.43804445,893.975061257
316,TA-00127,1352.43804445,893.975061257
317,TA-00127,1352.43804445,893.975061257
318,TA-00127,1352.43804445,893.975061257
319,TA-00127,1352.43804445,893.975061257
320,TA-00127,1352.43804445,893.975061257
321,TA-00127,1352.43804445,893.975061257
322,TA-00129,2976.9064397,1541.87843766
323,TA-00131,31922.5711831,20956.6167736
324,TA-00131,31922.5711831,20956.6167736
325,TA-00131,31922.5711831,20956.6167736
326,TA-00131,31922.5711831,20956.6167736
327,TA-00131,31922.5711831,20956.6167736
328,TA-00131,31922.5711831,20956.6167736
329,TA-00131,31922.5711831,20956.6167736
330,TA-00131,31922.5711831,20956.6167736
331,TA-00133,28217.2727422,17100.4436597
332,TA-00133,28217.2727422,17100.4436597
333,TA-00133,28217.2727422,17100.4436597
334,TA-00133,28217.2727422,17100.4436597
335,TA-00133,28217.2727422,17100.4436597
336,TA-00133,28217.2727422,17100.4436597
337,TA-00133,28217.2727422,17100.4436597
338,TA-00133,28217.2727422,17100.4436597
339,TA-00134,28217.2727422,17100.4436597
340,TA-00134,28217.2727422,17100.4436597
341,TA-00134,28217.2727422,17100.4436597
342,TA-00134,28217.2727422,17100.4436597
343,TA-00134,28217.2727422,17100.4436597
344,TA-00134,28217.2727422,17100.4436597
345,TA-00134,28217.2727422,17100.4436597
346,TA-00134,28217.2727422,17100.4436597
347,TA-00135,5338.5712281,3528.84892602
348,TA-00135,5338.5712281,3528.84892602
349,TA-00135,5338.5712281,3528.84892602
350,TA-00135,5338.5712281,3528.84892602
351,TA-00135,5338.5712281,3528.84892602
352,TA-00135,5338.5712281,3528.84892602
353,TA-00136,2206.60944095,1458.59088942
354,TA-00137,18209.8000301,14621.1744498
355,TA-00137,18209.8000301,14621.1744498
356,TA-00137,18209.8000301,14621.1744498
357,TA-00138,19761.5916848,14960.2563624
358,TA-00138,19761.5916848,14960.2563624
359,TA-00138,19761.5916848,14960.2563624
360,TA-00139,569475.868071,505608.388981
361,TA-00139,569475.868071,505608.388981
362,TA-00142,23055.1902989,17045.3744464
363,TA-00142,23055.1902989,17045.3744464
364,TA-00142,23055.1902989,17045.3744464
365,TA-00142,23055.1902989,17045.3744464
366,TA-00142,23055.1902989,17045.3744464
367,TA-00142,23055.1902989,17045.3744464
368,TA-00143,148211.937636,104552.203511
369,TA-00146,5827.13600962,3512.38038317
370,TA-00146,5827.13600962,3512.38038317
371,TA-00146,5827.13600962,3512.38038317
372,TA-00146,5827.13600962,3512.38038317
373,TA-00146,5827.13600962,3512.38038317
374,TA-00146,5827.13600962,3512.38038317
375,TA-00146,5827.13600962,3512.38038317
376,TA-00146,5827.13600962,3512.38038317
377,TA-00152,0.0,0.0
378,TA-00152,0.0,0.0
379,TA-00152,0.0,0.0
380,TA-00152,0.0,0.0
381,TA-00152,0.0,0.0
382,TA-00158,42978.4364036,26971.8600416
383,TA-00158,42978.4364036,26971.8600416
384,TA-00158,42978.4364036,26971.8600416
385,TA-00158,42978.4364036,26971.8600416
386,TA-00158,42978.4364036,26971.8600416
387,TA-00158,42978.4364036,26971.8600416
388,TA-00158,42978.4364036,26971.8600416
389,TA-00158,42978.4364036,26971.8600416
390,TA-00159,28882.3263086,18960.7485094
391,TA-00159,28882.3263086,18960.7485094
392,TA-00159,28882.3263086,18960.7485094
393,TA-00159,28882.3263086,18960.7485094
394,TA-00159,28882.3263086,18960.7485094
395,TA-00159,28882.3263086,18960.7485094
396,TA-00159,28882.3263086,18960.7485094
397,TA-00159,28882.3263086,18960.7485094
398,TA-00160,47137.6399266,29582.0400456
399,TA-00160,47137.6399266,29582.0400456
400,TA-00160,47137.6399266,29582.0400456
401,TA-00160,47137.6399266,29582.0400456
402,TA-00160,47137.6399266,29582.0400456
403,TA-00160,47137.6399266,29582.0400456
404,TA-00160,47137.6399266,29582.0400456
405,TA-00160,47137.6399266,29582.0400456
406,TA-00163,1637.16184328,1082.18033731
407,TA-00163,1637.16184328,1082.18033731
408,TA-00163,1637.16184328,1082.18033731
409,TA-00167,95767.7135494,72499.7039102
410,TA-00169,1298.43791519,672.521446212
411,TA-00170,6932.00587155,4350.30000671
412,TA-00170,6932.00587155,4350.30000671
413,TA-00170,6932.00587155,4350.30000671
414,TA-00170,6932.00587155,4350.30000671
415,TA-00170,6932.00587155,4350.30000671
416,TA-00170,6932.00587155,4350.30000671
417,TA-00170,6932.00587155,4350.30000671
418,TA-00170,6932.00587155,4350.30000671
419,TA-00171,22490.8559575,13791.6545811
420,TA-00171,22490.8559575,13791.6545811
421,TA-00171,22490.8559575,13791.6545811
422,TA-00171,22490.8559575,13791.6545811
423,TA-00171,22490.8559575,13791.6545811
424,TA-00171,22490.8559575,13791.6545811
425,TA-00171,22490.8559575,13791.6545811
426,TA-00171,22490.8559575,13791.6545811
427,TA-00172,22490.8559575,13791.6545811
428,TA-00172,22490.8559575,13791.6545811
429,TA-00172,22490.8559575,13791.6545811
430,TA-00172,22490.8559575,13791.6545811
431,TA-00172,22490.8559575,13791.6545811
432,TA-00172,22490.8559575,13791.6545811
433,TA-00172,22490.8559575,13791.6545811
434,TA-00172,22490.8559575,13791.6545811
435,TA-00174,58778.0675753,38586.7864403
436,TA-00174,58778.0675753,38586.7864403
437,TA-00174,58778.0675753,38586.7864403
438,TA-00174,58778.0675753,38586.7864403
439,TA-00174,58778.0675753,38586.7864403
440,TA-00174,58778.0675753,38586.7864403
441,TA-00174,58778.0675753,38586.7864403
442,TA-00174,58778.0675753,38586.7864403
443,TA-00176,7093.90470736,4593.88056567
444,TA-00176,7093.90470736,4593.88056567
445,TA-00176,7093.90470736,4593.88056567
446,TA-00176,7093.90470736,4593.88056567
447,TA-00176,7093.90470736,4593.88056567
448,TA-00176,7093.90470736,4593.88056567
449,TA-00176,7093.90470736,4593.88056567
450,TA-00176,7093.90470736,4593.88056567
451,TA-00177,1425.11478496,859.00607197
452,TA-00177,1425.11478496,859.00607197
453,TA-00177,1425.11478496,859.00607197
454,TA-00177,1425.11478496,859.00607197
455,TA-00177,1425.11478496,859.00607197
456,TA-00177,1425.11478496,859.00607197
457,TA-00177,1425.11478496,859.00607197
458,TA-00177,1425.11478496,859.00607197
459,TA-00179,728.392001203,377.268128363
460,TA-00179,728.392001203,377.268128363
461,TA-00179,728.392001203,377.268128363
462,TA-00179,728.392001203,377.268128363
463,TA-00179,728.392001203,377.268128363
464,TA-00179,728.392001203,377.268128363
465,TA-00179,728.392001203,377.268128363
466,TA-00179,728.392001203,377.268128363
467,TA-00182,6967.22783759,5151.07469535
468,TA-00182,6967.22783759,5151.07469535
469,TA-00182,6967.22783759,5151.07469535
470,TA-00182,6967.22783759,5151.07469535
471,TA-00182,6967.22783759,5151.07469535
472,TA-00184,25945.5076907,16282.5514537
473,TA-00184,25945.5076907,16282.5514537
474,TA-00184,25945.5076907,16282.5514537
475,TA-00184,25945.5076907,16282.5514537
476,TA-00184,25945.5076907,16282.5514537
477,TA-00184,25945.5076907,16282.5514537
478,TA-00184,25945.5076907,16282.5514537
479,TA-00184,25945.5076907,16282.5514537
480,TA-00185,22776.5907208,14293.8428792
481,TA-00185,22776.5907208,14293.8428792
482,TA-00185,22776.5907208,14293.8428792
483,TA-00185,22776.5907208,14293.8428792
484,TA-00185,22776.5907208,14293.8428792
485,TA-00185,22776.5907208,14293.8428792
486,TA-00185,22776.5907208,14293.8428792
487,TA-00185,22776.5907208,14293.8428792
488,TA-00187,1266.76869774,656.11848411
489,TA-00188,1963.4914815,1183.51947694
490,TA-00188,1963.4914815,1183.51947694
491,TA-00188,1963.4914815,1183.51947694
492,TA-00188,1963.4914815,1183.51947694
493,TA-00189,5573.78227007,3359.66819259
494,TA-00189,5573.78227007,3359.66819259
495,TA-00189,5573.78227007,3359.66819259
496,TA-00189,5573.78227007,3359.66819259
497,TA-00189,5573.78227007,3359.66819259
498,TA-00189,5573.78227007,3359.66819259
499,TA-00189,5573.78227007,3359.66819259
500,TA-00189,5573.78227007,3359.66819259
501,TA-00191,4148.66748511,2500.66212062
502,TA-00191,4148.66748511,2500.66212062
503,TA-00191,4148.66748511,2500.66212062
504,TA-00191,4148.66748511,2500.66212062
505,TA-00191,4148.66748511,2500.66212062
506,TA-00191,4148.66748511,2500.66212062
507,TA-00191,4148.66748511,2500.66212062
508,TA-00191,4148.66748511,2500.66212062
509,TA-00192,3040.24487458,1832.54628687
510,TA-00192,3040.24487458,1832.54628687
511,TA-00192,3040.24487458,1832.54628687
512,TA-00192,3040.24487458,1832.54628687
513,TA-00192,3040.24487458,1832.54628687
514,TA-00192,3040.24487458,1832.54628687
515,TA-00192,3040.24487458,1832.54628687
516,TA-00192,3040.24487458,1832.54628687
517,TA-00193,6050.38072518,3999.36211615
518,TA-00193,6050.38072518,3999.36211615
519,TA-00193,6050.38072518,3999.36211615
520,TA-00202,70432.3395946,53319.8880609
521,TA-00203,3701.40938481,1580.06151185
522,TA-00203,3701.40938481,1580.06151185
523,TA-00203,3701.40938481,1580.06151185
524,TA-00203,3701.40938481,1580.06151185
525,TA-00203,3701.40938481,1580.06151185
526,TA-00203,3701.40938481,1580.06151185
527,TA-00203,3701.40938481,1580.06151185
528,TA-00203,3701.40938481,1580.06151185
529,TA-00208,29312.4819711,18395.5543141
530,TA-00209,15327.9012427,8397.13158785
531,TA-00210,22578.5334102,14169.5485933
532,TA-00212,31293.0550773,19638.4971731
533,TA-00217,183111.415259,136302.124543
534,TA-00217,183111.415259,136302.124543
535,TA-00220,8614.02714466,6368.60144152
536,TA-00220,8614.02714466,6368.60144152
537,TA-00220,8614.02714466,6368.60144152
538,TA-00220,8614.02714466,6368.60144152
539,TA-00221,4555.31814416,2209.67280794
540,TA-00224,1708.34279299,1129.23165633
541,TA-00224,1708.34279299,1129.23165633
542,TA-00224,1708.34279299,1129.23165633
543,TA-00225,19793.2609022,15892.5809237
544,TA-00226,6587.19722827,4870.10698469
545,TA-00226,6587.19722827,4870.10698469
546,TA-00226,6587.19722827,4870.10698469
547,TA-00226,6587.19722827,4870.10698469
548,TA-00227,1013.41495819,610.84876229
549,TA-00227,1013.41495819,610.84876229
550,TA-00227,1013.41495819,610.84876229
551,TA-00227,1013.41495819,610.84876229
552,TA-00227,1013.41495819,610.84876229
553,TA-00238,19607.673751,12305.1343047
554,TA-00240,42056.7207651,31838.4943098
555,TA-00241,8826.43776379,6389.71671406
556,TA-00244,8043.447317,5822.88700556
557,TA-00245,2153.50678616,1115.40142299
558,TA-00246,1646.79930707,852.954029342
559,TA-00247,5765.65692635,4173.92785354
560,TA-00251,72965.87699,55237.8696458
561,TA-00251,72965.87699,55237.8696458
562,TA-00255,1086254.15832,1007106.64015
563,TA-00257,92727.4686748,70198.1260082
564,TA-00257,92727.4686748,70198.1260082
565,TA-00257,92727.4686748,70198.1260082
566,TA-00257,92727.4686748,70198.1260082
567,TA-00257,92727.4686748,70198.1260082
568,TA-00257,92727.4686748,70198.1260082
569,TA-00257,92727.4686748,70198.1260082
570,TA-00257,92727.4686748,70198.1260082
571,TA-00258,72965.87699,55237.8696458
572,TA-00258,72965.87699,55237.8696458
573,TA-00258,72965.87699,55237.8696458
574,TA-00258,72965.87699,55237.8696458
575,TA-00258,72965.87699,55237.8696458
576,TA-00258,72965.87699,55237.8696458
577,TA-00258,72965.87699,55237.8696458
578,TA-00258,72965.87699,55237.8696458
579,TA-00259,5320.42853052,3206.95600202
580,TA-00259,5320.42853052,3206.95600202
581,TA-00259,5320.42853052,3206.95600202
582,TA-00259,5320.42853052,3206.95600202
583,TA-00259,5320.42853052,3206.95600202
584,TA-00259,5320.42853052,3206.95600202
585,TA-00259,5320.42853052,3206.95600202
586,TA-00259,5320.42853052,3206.95600202
587,TA-00260,1931.82226406,1164.43045312
588,TA-00260,1931.82226406,1164.43045312
589,TA-00260,1931.82226406,1164.43045312
590,TA-00260,1931.82226406,1164.43045312
591,TA-00260,1931.82226406,1164.43045312
592,TA-00260,1931.82226406,1164.43045312
593,TA-00260,1931.82226406,1164.43045312
594,TA-00260,1931.82226406,1164.43045312
595,TA-00261,5320.42853052,3206.95600202
596,TA-00261,5320.42853052,3206.95600202
597,TA-00261,5320.42853052,3206.95600202
598,TA-00261,5320.42853052,3206.95600202
599,TA-00261,5320.42853052,3206.95600202
600,TA-00261,5320.42853052,3206.95600202
601,TA-00261,5320.42853052,3206.95600202
602,TA-00261,5320.42853052,3206.95600202
603,TA-00262,3673.62922346,2214.3267633
604,TA-00262,3673.62922346,2214.3267633
605,TA-00262,3673.62922346,2214.3267633
606,TA-00262,3673.62922346,2214.3267633
607,TA-00262,3673.62922346,2214.3267633
608,TA-00262,3673.62922346,2214.3267633
609,TA-00262,3673.62922346,2214.3267633
610,TA-00262,3673.62922346,2214.3267633
611,TA-00263,3515.28313624,2118.88164419
612,TA-00263,3515.28313624,2118.88164419
613,TA-00263,3515.28313624,2118.88164419
614,TA-00263,3515.28313624,2118.88164419
615,TA-00263,3515.28313624,2118.88164419
616,TA-00263,3515.28313624,2118.88164419
617,TA-00263,3515.28313624,2118.88164419
618,TA-00263,3515.28313624,2118.88164419
619,TA-00265,3325.26783158,2004.34750126
620,TA-00265,3325.26783158,2004.34750126
621,TA-00265,3325.26783158,2004.34750126
622,TA-00265,3325.26783158,2004.34750126
623,TA-00265,3325.26783158,2004.34750126
624,TA-00265,3325.26783158,2004.34750126
625,TA-00265,3325.26783158,2004.34750126
626,TA-00265,3325.26783158,2004.34750126
627,TA-00266,278689.113504,250475.663687
628,TA-00266,278689.113504,250475.663687
629,TA-00266,278689.113504,250475.663687
630,TA-00266,278689.113504,250475.663687
631,TA-00266,278689.113504,250475.663687
632,TA-00266,278689.113504,250475.663687
633,TA-00267,278689.113504,250475.663687
634,TA-00267,278689.113504,250475.663687
635,TA-00267,278689.113504,250475.663687
636,TA-00267,278689.113504,250475.663687
637,TA-00267,278689.113504,250475.663687
638,TA-00273,10894.2108006,5968.20922773
639,TA-00273,10894.2108006,5968.20922773
640,TA-00273,10894.2108006,5968.20922773
641,TA-00273,10894.2108006,5968.20922773
642,TA-00273,10894.2108006,5968.20922773
643,TA-00273,10894.2108006,5968.20922773
