,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,material,mj_class_code,mj_plug_class_code,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,type,unique_feature,weight,component_thread_pitch,component_connection_type,component_nominal_size,component_length,component_thread_size,component_end_form
11,,,,,0.0,0.0,threaded,C-0078,CP-014,,,,,,,,,,,27.0,,,,,,,No,,32.0,,,,,,0.0,,No,0.07,16.0,['B-002'],[17.14],0.0,0.812,"['A-005', 'A-004']"
12,90.0,,,,0.0,0.0,threaded,C-0119,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.205,18.0,['B-003'],[9.52],44.0,0.625,"['A-001', 'A-004']"
13,,,,,0.0,0.0,threaded,C-0133,CP-014,,,,,,,,,,,,,,,,,,No,,70.0,,,,,,0.0,,Yes,0.142,16.0,['B-002'],[12.7],0.0,0.812,"['A-006', 'A-004']"
14,,,,,0.0,0.0,threaded,C-0159,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.667,12.0,['B-002'],"['42.7', 34.0]",42.0,1.437,"['A-003', 'A-003', 'A-001']"
15,,,,,0.0,0.0,threaded,C-0173,CP-014,,,,,,,,,,,31.75,,,,,,,No,,43.5,,,,,,0.0,,No,0.14,12.0,['B-005'],['27.2'],0.0,1.062,"['A-003', 'A-001']"
16,,,,,0.0,0.0,threaded,C-0178,CP-014,,,,,,,,,,,63.5,,,,,,,No,,50.0,,,,,,0.0,,No,0.511,11.5,['B-004'],[44.45],0.0,2.0,"['A-007', 'A-004']"
17,,,,,0.0,0.0,threaded,C-0179,CP-014,,,,,,,,,,,44.45,,,,,,,No,,38.5,,,,,,0.0,,No,0.104,12.0,['B-002'],[35.0],0.0,1.687,"['A-001', 'A-004']"
18,,,,,0.0,0.0,threaded,C-0180,CP-014,,,,,,,,,,,31.75,,,,,,,No,,33.5,,,,,,0.0,,No,0.144,12.0,['B-002'],[25.0],0.0,1.187,"['A-001', 'A-004']"
19,,,,,0.0,0.0,threaded,C-0181,CP-014,,,,,,,,,,,38.1,,,,,,,No,,38.5,,,,,,0.0,,No,0.218,12.0,['B-002'],[25.0],0.0,1.437,"['A-001', 'A-004']"
20,,,,,0.0,0.0,threaded,C-0182,CP-014,,,,,,,,,,,38.1,,,,,,,No,,38.5,,,,,,0.0,,No,0.269,12.0,['B-002'],[30.0],0.0,1.437,"['A-001', 'A-004']"
21,90.0,,,,0.0,0.0,threaded,C-0189,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.07,18.0,['B-002'],[6.35],21.8,0.562,"['A-001', 'A-004']"
22,90.0,,,,0.0,0.0,threaded,C-0210,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.211,16.0,['B-002'],[15.88],30.96,0.812,"['A-001', 'A-004']"
23,90.0,,,,0.0,0.0,threaded,C-0211,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.243,14.0,['B-002'],[15.88],33.32,1.0,"['A-001', 'A-004']"
24,90.0,,,,0.0,0.0,threaded,C-0212,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.633,12.0,['B-002'],[25.4],41.68,1.437,"['A-001', 'A-004']"
25,,,,,0.0,0.0,threaded,C-0216,CP-014,,,,,,,,,,,22.23,,,,,,,No,,20.32,,,,,,0.0,,No,0.034,16.0,['B-005'],[15.88],0.0,0.75,"['A-001', 'A-004']"
26,,,,,0.0,0.0,threaded,C-0217,CP-014,,,,,,,,,,,25.4,,,,,,,No,,23.62,,,,,,0.0,,No,0.054,14.0,['B-005'],[15.88],0.0,0.875,"['A-001', 'A-004']"
27,,,,,0.0,0.0,threaded,C-0218,CP-014,,,,,,,,,,,31.75,,,,,,,No,,27.69,,,,,,0.0,,No,0.082,12.0,['B-005'],[25.4],0.0,1.062,"['A-001', 'A-004']"
28,,,,,0.0,0.0,threaded,C-0223,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.56,12.0,['B-002'],"['25.40', 25.4]",41.7,1.687,"['A-004', 'A-004', 'A-001']"
29,,,,,0.0,0.0,threaded,C-0240,CP-014,,,,,,,,,,,38.1,,,,,,,No,,38.0,,,,,,0.0,,No,0.195,12.0,['B-002'],[30.0],0.0,1.187,"['A-001', 'A-004']"
30,,,,,0.0,0.0,threaded,C-0253,CP-014,,,,,,,,,,,47.62,,,,,,,No,,30.5,,,,,,0.0,,No,0.2,12.0,['B-002'],['34'],0.0,1.687,"['A-004', 'A-001']"
31,90.0,,,,0.0,0.0,threaded,C-0263,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.525,12.0,['B-002'],[19.05],67.2,1.187,"['A-006', 'A-004']"
32,90.0,,,,0.0,0.0,threaded,C-0264,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.525,16.0,['B-002'],[19.05],56.9,0.812,"['A-006', 'A-004']"
33,,,,,0.0,0.0,threaded,C-0272,CP-014,,,,,,,,,,,44.45,,,,,,,No,,38.5,,,,,,0.0,,No,0.104,12.0,['B-002'],[35.0],0.0,1.437,"['A-001', 'A-004']"
34,,,,,0.0,0.0,threaded,C-0318,CP-014,,,,,,,,,,,22.22,,,,,,,No,,23.1,,,,,,0.0,,No,0.038,16.0,['B-002'],[15.88],0.0,0.687,"['A-001', 'A-004']"
35,90.0,,,,0.0,0.0,threaded,C-0338,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.29,14.0,['B-002'],['9999'],33.5,1.0,"['A-003', 'A-001']"
36,,,,,0.0,0.0,threaded,C-0339,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.32,14.0,['B-002'],"['21.7', 21.7]",33.5,1.0,"['A-003', 'A-003', 'A-001']"
37,,,,,0.0,0.0,threaded,C-0363,CP-014,,,,,,,,,,,31.75,,,,,,,No,,72.5,,,,,,0.0,,No,0.175,14.0,['B-002'],[19.05],0.0,1.0,"['A-006', 'A-004']"
38,,,,,0.0,0.0,threaded,C-0369,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.253,16.0,"['B-002', 'B-002']",[15.88],30.55,0.812,"['A-001', 'A-001', 'A-004']"
39,,,,,0.0,0.0,threaded,C-0371,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.842,12.0,"['B-002', 'B-002']",['34'],50.5,1.437,"['A-003', 'A-001', 'A-001']"
40,,,,,0.0,0.0,threaded,C-0386,CP-014,,,,,,,,,,,60.3,,,,,,,No,,42.7,,,,,,0.0,,No,0.543,12.0,['B-002'],[9999.0],0.0,2.0,"['A-001', 'A-004']"
41,,,,,0.0,0.0,threaded,C-0388,CP-014,,,,,,,,,,,19.05,,,,,,,No,,45.9,,,,,,0.0,,No,0.078,16.0,['B-002'],[12.7],0.0,0.687,"['A-006', 'A-004']"
42,,,,,0.0,0.0,threaded,C-0389,CP-014,,,,,,,,,,,22.22,,,,,,,No,,48.4,,,,,,0.0,,No,0.15,16.0,['B-002'],[12.7],0.0,0.812,"['A-006', 'A-004']"
43,,,,,0.0,0.0,threaded,C-0399,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.169,16.0,['B-002'],"['15.88', 15.88]",30.96,0.812,"['A-004', 'A-004', 'A-001']"
44,,,,,0.0,0.0,threaded,C-0409,CP-014,,,,,,,,,,,,,,,,,,No,,45.0,,,,,,0.0,,No,0.15,12.0,['B-002'],[25.4],0.0,1.187,"['A-005', 'A-004']"
45,,,,,0.0,0.0,threaded,C-0410,CP-014,,,,,,,,,,,,,,,,,,No,,44.0,,,,,,0.0,,No,0.11,16.0,['B-002'],[19.05],0.0,0.812,"['A-005', 'A-004']"
46,,,,,0.0,0.0,threaded,C-0413,CP-014,,,,,,,,,,,19.0,,,,,,,No,,23.0,,,,,,0.0,,No,0.04,16.0,['B-002'],[10.0],0.0,0.687,"['A-001', 'A-004']"
47,,,,,0.0,0.0,threaded,C-0414,CP-014,,,,,,,,,,,19.0,,,,,,,No,,23.0,,,,,,0.0,,No,0.04,16.0,['B-002'],[12.0],0.0,0.687,"['A-001', 'A-004']"
48,,,,,0.0,0.0,threaded,C-0415,CP-014,,,,,,,,,,,22.0,,,,,,,No,,24.5,,,,,,0.0,,No,0.05,16.0,['B-002'],[12.0],0.0,0.812,"['A-001', 'A-004']"
49,,,,,0.0,0.0,threaded,C-0417,CP-014,,,,,,,,,,,27.0,,,,,,,No,,37.0,,,,,,0.0,,No,0.231,16.0,['B-002'],[17.14],0.0,0.812,"['A-005', 'A-004']"
50,,,,,0.0,0.0,threaded,C-0418,CP-014,,,,,,,,,,,27.0,,,,,,,No,,30.0,,,,,,0.0,,No,0.078,16.0,['B-002'],['17.14'],0.0,0.812,"['A-004', 'A-001']"
51,,,,,0.0,0.0,threaded,C-0419,CP-014,,,,,,,,,,,27.0,,,,,,,No,,37.0,,,,,,0.0,,No,0.231,16.0,['B-002'],[17.47],0.0,0.812,"['A-005', 'A-004']"
52,,,,,0.0,0.0,threaded,C-0420,CP-014,,,,,,,,,,,27.0,,,,,,,No,,30.0,,,,,,0.0,,No,0.078,16.0,['B-002'],['17.47'],0.0,0.812,"['A-004', 'A-001']"
53,90.0,,,,0.0,0.0,threaded,C-0421,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,Yes,0.288,16.0,['B-002'],[17.47],29.0,0.812,"['A-001', 'A-004']"
54,,,,,0.0,0.0,threaded,C-0487,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.669,12.0,"['B-002', 'B-002']",[35.0],40.0,1.187,"['A-001', 'A-001', 'A-004']"
55,,,,,0.0,0.0,threaded,C-0488,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.702,12.0,"['B-002', 'B-002']",[30.0],40.0,1.187,"['A-001', 'A-001', 'A-004']"
56,,,,,0.0,0.0,threaded,C-0503,CP-014,,,,,,,,,,,,,,,,,,No,,48.26,,,,,,0.0,,No,0.525,12.0,['B-002'],['50.80'],0.0,1.437,"['A-004', 'A-001']"
57,,,,,0.0,0.0,threaded,C-0518,CP-014,,,,,,,,,,,22.0,,,,,,,No,,23.1,,,,,,0.0,,No,0.04,16.0,['B-002'],[7.94],0.0,0.687,"['A-001', 'A-004']"
58,90.0,,,,0.0,0.0,threaded,C-0521,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.663,12.0,['B-002'],['25.40'],41.7,1.437,"['A-004', 'A-001']"
59,,,,,0.0,0.0,threaded,C-0545,CP-014,,,,,,,,,,,22.22,,,,,,,No,,24.5,,,,,,0.0,,No,0.057,16.0,['B-002'],['9.52'],0.0,0.687,"['A-004', 'A-005']"
60,,,,,0.0,0.0,threaded,C-0550,CP-014,,,,,,,,,,,53.98,,,,,,,No,,38.6,,,,,,0.0,,No,0.404,12.0,['B-002'],[38.1],0.0,2.0,"['A-001', 'A-004']"
61,90.0,,,,0.0,0.0,threaded,C-0584,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.712,12.0,['B-002'],[33.34],40.0,1.687,"['A-001', 'A-004']"
62,,,,,0.0,0.0,threaded,C-0596,CP-014,,,,,,,,,,,17.46,,,,,,,No,,43.7,,,,,,0.0,,Yes,0.055,18.0,['B-002'],[9.52],0.0,0.562,"['A-006', 'A-004']"
63,,,,,0.0,0.0,threaded,C-0600,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,Yes,0.529,12.0,"['B-002', 'B-002']",[15.88],65.7,1.0,"['A-006', 'A-001', 'A-004']"
64,,,,,0.0,0.0,threaded,C-0605,CP-017,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,Yes,0.358,12.0,"['B-005', 'B-002', 'B-002']",['25.40'],41.7,0.437,"['A-004', 'A-007', 'A-001', 'A-001']"
65,,,,,0.0,0.0,threaded,C-0607,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.5,16.0,"['B-002', 'B-002']",[9.52],24.9,0.687,"['A-001', 'A-001', 'A-004']"
66,,,,,0.0,0.0,threaded,C-0638,CP-014,,,,,,,,,,,,,,,,,,No,,75.5,,,,,,0.0,,Yes,0.401,12.0,['B-002'],['25.40'],0.0,1.437,"['A-004', 'A-006']"
67,,,,,0.0,0.0,threaded,C-0651,CP-014,,,,,,,,,,,76.2,,,,,,,No,,72.4,,,,,,0.0,,No,0.968,8.0,['B-004'],[63.5],0.0,2.5,"['A-001', 'A-004']"
68,,,,,0.0,0.0,threaded,C-0683,CP-014,,,,,,,,,,,31.75,,,,,,,No,,29.7,,,,,,0.0,,No,0.134,12.0,['B-002'],[15.88],0.0,1.187,"['A-001', 'A-004']"
69,,,,,0.0,0.0,threaded,C-0702,CP-014,,,,,,,,,,,53.98,,,,,,,No,,63.3,,,,,,0.0,,No,0.497,12.0,['B-002'],[38.1],0.0,1.437,"['A-006', 'A-004']"
70,,,,,0.0,0.0,threaded,C-0740,CP-014,,,,,,,,,,,,,,,,,,No,,65.1,,,,,,0.0,,Yes,0.123,16.0,['B-002'],['6.35'],0.0,0.687,"['A-004', 'A-006']"
71,,,,,0.0,0.0,threaded,C-0768,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.539,12.0,"['B-002', 'B-002']",[19.05],42.0,1.187,"['A-001', 'A-004', 'A-001']"
72,90.0,,,,0.0,0.0,threaded,C-0769,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.138,16.0,['B-002'],['14.29'],25.0,0.687,"['A-004', 'A-001']"
73,,,,,0.0,0.0,threaded,C-0775,CP-014,,,,,,,,,,,,,,,,,,No,,65.1,,,,,,0.0,,No,0.111,16.0,['B-002'],['9.52'],0.0,0.687,"['A-004', 'A-006']"
74,,,,,0.0,0.0,threaded,C-0805,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.125,12.0,"['B-002', 'B-002']",['25.40'],71.2,0.812,"['A-004', 'A-001', 'A-006']"
75,,,,,0.0,0.0,threaded,C-0806,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.007,12.0,"['B-002', 'B-002']",['25.40'],50.0,1.437,"['A-004', 'A-001', 'A-001']"
76,,,,,0.0,0.0,threaded,C-0807,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.646,14.0,"['B-002', 'B-002']",[25.4],42.0,1.0,"['A-001', 'A-001', 'A-004']"
77,90.0,,,,0.0,0.0,threaded,C-0826,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,Yes,0.182,12.0,['B-001'],['25.40'],48.0,1.062,"['A-004', 'A-001']"
78,,,,,0.0,0.0,threaded,C-0832,CP-014,,,,,,,,,,,14.29,,,,,,,No,,24.4,,,,,,0.0,,No,0.681,18.0,['B-001'],[9.52],0.0,0.562,"['A-001', 'A-004']"
79,,,,,0.0,0.0,threaded,C-0833,CP-014,,,,,,,,,,,38.1,,,,,,,No,,41.1,,,,,,0.0,,No,0.136,12.0,['B-001'],[31.75],0.0,1.312,"['A-001', 'A-004']"
80,90.0,,,,0.0,0.0,threaded,C-0882,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.05,12.0,['B-002'],['38.10'],61.2,2.0,"['A-004', 'A-005']"
81,45.0,,,,0.0,0.0,threaded,C-0895,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.397,12.0,['B-002'],[19.05],36.5,1.187,"['A-001', 'A-004']"
82,,,,,0.0,0.0,threaded,C-0900,CP-014,,,,,,,,,,,44.45,,,,,,,No,,63.2,,,,,,0.0,,No,0.456,12.0,['B-002'],[31.75],0.0,1.687,"['A-001', 'A-004']"
83,,,,,0.0,0.0,threaded,C-0911,CP-014,,,,,,,,,,,38.1,,,,,,,No,,42.5,,,,,,0.0,,No,0.201,12.0,['B-002'],['25.40'],0.0,1.437,"['A-003', 'A-001']"
84,90.0,,,,0.0,0.0,threaded,C-0912,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.458,12.0,['B-002'],['25.40'],41.7,1.437,"['A-003', 'A-001']"
85,,,,,0.0,0.0,threaded,C-0938,CP-014,,,,,,,,,,,44.45,,,,,,,No,,56.6,,,,,,0.0,,No,0.351,12.0,['B-002'],[35.0],0.0,1.437,"['A-001', 'A-003']"
86,,,,,0.0,0.0,threaded,C-0945,CP-014,,,,,,,,,,,38.0,,,,,,,No,,42.4,,,,,,0.0,,No,0.225,12.0,['B-002'],[30.0],0.0,1.187,"['A-001', 'A-003']"
87,,,,,0.0,0.0,threaded,C-0947,CP-014,,,,,,,,,,,38.0,,,,,,,No,,42.9,,,,,,0.0,,No,0.204,12.0,['B-002'],[30.0],0.0,1.437,"['A-001', 'A-003']"
88,,,,,0.0,0.0,threaded,C-0948,CP-014,,,,,,,,,,,38.0,,,,,,,No,,56.6,,,,,,0.0,,No,0.284,12.0,['B-002'],[25.0],0.0,1.437,"['A-001', 'A-003']"
89,,,,,0.0,0.0,threaded,C-0949,CP-014,,,,,,,,,,,31.75,,,,,,,No,,50.7,,,,,,0.0,,No,0.176,12.0,['B-002'],[25.0],0.0,1.187,"['A-001', 'A-003']"
90,,,,,0.0,0.0,threaded,C-0971,CP-016,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.545,12.0,"['B-002', 'B-002']",[9999.0],41.7,1.187,"['A-001', 'A-001', 'A-003']"
91,90.0,,,,0.0,0.0,threaded,C-0974,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.17,12.0,['B-002'],[31.75],71.1,1.437,"['A-006', 'A-004']"
92,,,,,0.0,0.0,threaded,C-1067,CP-014,,,,,,,,,,,38.1,,,,,,,No,,63.0,,,,,,0.0,,No,0.005,12.0,['B-002'],[19.05],0.0,1.437,"['A-006', 'A-004']"
93,90.0,,,,0.0,0.0,threaded,C-1072,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.097,12.0,['B-002'],['31.75'],46.7,1.687,"['A-004', 'A-001']"
94,,,,,0.0,0.0,threaded,C-1078,CP-014,,,,,,,,,,,12.7,,,,,,,No,,24.4,,,,,,0.0,,No,0.016,20.0,['B-001'],[6.35],0.0,0.437,"['A-001', 'A-004']"
95,90.0,,,,0.0,0.0,threaded,C-1209,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,Yes,0.096,16.0,['B-002'],[9.52],25.0,0.687,"['A-001', 'A-004']"
96,,,,,0.0,0.0,threaded,C-1218,CP-014,,,,,,,,,,,26.99,,,,,,,No,,48.4,,,,,,0.0,,No,0.15,16.0,['B-002'],[15.88],0.0,0.812,"['A-006', 'A-004']"
97,90.0,,,,0.0,0.0,threaded,C-1219,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.14,16.0,['B-002'],[12.7],37.9,0.812,"['A-005', 'A-004']"
98,90.0,,,,0.0,0.0,threaded,C-1221,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,Yes,0.16,14.0,['B-002'],['19.05'],33.3,1.0,"['A-004', 'A-001']"
99,90.0,,,,0.0,0.0,threaded,C-1238,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.083,16.0,['B-001'],[12.7],53.6,0.75,"['A-006', 'A-004']"
100,,,,,0.0,0.0,threaded,C-1338,CP-014,,,,,,,,,,,27.0,,,,,,,No,,40.5,,,,,,0.0,,No,0.146,14.0,['B-002'],['21.7'],0.0,1.0,"['A-003', 'A-001']"
101,,,,,0.0,0.0,threaded,C-1393,CP-014,,,,,,,,,,,,,,,,,,No,,32.0,,,,,,0.0,,Yes,0.37,12.0,['B-005'],['38.10'],0.0,1.062,"['A-004', 'A-007']"
102,,,,,0.0,0.0,threaded,C-1423,CP-014,,,,,,,,,,,38.1,,,,,,,No,,42.5,,,,,,0.0,,No,0.17,12.0,['B-002'],['27.2'],0.0,1.437,"['A-003', 'A-001']"
103,,,,,0.0,0.0,threaded,C-1441,CP-014,,,,,,,,,,,31.75,,,,,,,No,,31.8,,,,,,0.0,,No,0.106,12.0,['B-005'],[19.05],0.0,1.062,"['A-001', 'A-003']"
104,90.0,,,,0.0,0.0,threaded,C-1445,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.363,12.0,['B-001'],['19.05'],48.0,1.062,"['A-004', 'A-001']"
105,,,,,0.0,0.0,threaded,C-1468,CP-014,,,,,,,,,,,15.88,,,,,,,No,,18.54,,,,,,0.0,,No,0.128,18.0,['B-006'],[9.52],0.0,0.625,"['A-001', 'A-004']"
106,,,,,0.0,0.0,threaded,C-1469,CP-014,,,,,,,,,,,23.81,,,,,,,No,,27.43,,,,,,0.0,,No,0.047,14.0,['B-006'],[15.88],0.0,0.875,"['A-001', 'A-004']"
107,,,,,0.0,0.0,threaded,C-1470,CP-014,,,,,,,,,,,14.29,,,,,,,No,,32.26,,,,,,0.0,,No,0.099,14.0,['B-008'],[19.05],0.0,1.062,"['A-001', 'A-004']"
108,,,,,0.0,0.0,threaded,C-1475,CP-014,,,,,,,,,,,19.05,,,,,,,No,,22.0,,,,,,0.0,,No,0.031,16.0,['B-006'],[12.7],0.0,0.75,"['A-001', 'A-004']"
109,,,,,0.0,0.0,threaded,C-1479,CP-014,,,,,,,,,,,41.28,,,,,,,No,,71.9,,,,,,0.0,,No,0.061,12.0,['B-001'],['31.75'],0.0,1.312,"['A-004', 'A-006']"
110,,,,,0.0,0.0,threaded,C-1486,CP-014,,,,,,,,,,,22.22,,,,,,,No,,33.0,,,,,,0.0,,No,0.0,14.0,['B-006'],[15.88],0.0,0.875,"['A-001', 'A-004']"
111,,,,,0.0,0.0,threaded,C-1547,CP-014,,,,,,,,,,,28.58,,,,,,,No,,32.5,,,,,,0.0,,No,0.091,12.0,['B-001'],[19.05],0.0,1.062,"['A-001', 'A-004']"
112,,,,,0.0,0.0,threaded,C-1578,CP-014,,,,,,,,,,,25.4,,,,,,,No,,50.8,,,,,,0.0,,No,0.091,14.0,['B-001'],[15.88],0.0,0.875,"['A-006', 'A-004']"
113,90.0,,,,0.0,0.0,threaded,C-1593,CP-015,,,,,,,,,,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.136,12.0,['B-001'],[25.4],67.8,1.062,"['A-006', 'A-004']"
114,,,,,0.0,0.0,threaded,C-1637,CP-014,,,,,,,,,,,15.88,,,,,,,No,,22.0,,,,,,0.0,,No,0.03,18.0,['B-002'],[6.35],0.0,0.562,"['A-001', 'A-004']"
115,,,,,0.0,0.0,threaded,C-1638,CP-014,,,,,,,,,,,19.05,,,,,,,No,,23.1,,,,,,0.0,,No,0.04,16.0,['B-002'],[9.52],0.0,0.687,"['A-001', 'A-004']"
116,,,,,0.0,0.0,threaded,C-1639,CP-014,,,,,,,,,,,22.2,,,,,,,No,,24.7,,,,,,0.0,,No,0.05,16.0,['B-002'],[12.7],0.0,0.812,"['A-001', 'A-004']"
117,,,,,0.0,0.0,threaded,C-1640,CP-014,,,,,,,,,,,26.99,,,,,,,No,,27.4,,,,,,0.0,,No,0.104,14.0,['B-002'],[15.88],0.0,1.0,"['A-001', 'A-004']"
118,,,,,0.0,0.0,threaded,C-1641,CP-014,,,,,,,,,,,31.75,,,,,,,No,,33.7,,,,,,0.0,,No,0.149,12.0,['B-002'],[19.05],0.0,1.187,"['A-001', 'A-004']"
119,,,,,0.0,0.0,threaded,C-1642,CP-014,,,,,,,,,,,38.1,,,,,,,No,,38.6,,,,,,0.0,,No,0.225,12.0,['B-002'],[25.4],0.0,1.437,"['A-001', 'A-004']"
120,,,,,0.0,0.0,threaded,C-1643,CP-014,,,,,,,,,,,44.45,,,,,,,No,,38.6,,,,,,0.0,,No,0.06,12.0,['B-002'],[31.75],0.0,1.687,"['A-001', 'A-004']"
